"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","PAR_SURFACE","PAR_DEPTH","CONDTVY","SAL","SIGMA_T","TEMP","TRANS","DISS_OXYGEN","O2_PCT_SAT","CHLA_FLU_CALIB","CHLA_FLU_RAW","PH"
"BWQM","WN242","F10",20-MAR-2024 12:38:32,20,1936.2,8.6447,29.923,30.827,24.357,5.1046,0.66488,10.602,102.24,1.2451,1.0484,8.2536
"BWQM","WN242","F10",20-MAR-2024 12:38:32,20.5,1923.1,7.8201,29.923,30.828,24.358,5.1026,0.66657,10.575,101.98,1.2184,1.0407,8.256
"BWQM","WN242","F10",20-MAR-2024 12:38:32,21,1825.7,6.3172,29.922,30.832,24.363,5.0962,0.67274,10.561,101.84,1.1919,1.0331,8.2548
"BWQM","WN242","F10",20-MAR-2024 12:38:32,21.5,1760,5.836,29.919,30.836,24.367,5.0884,0.65902,10.547,101.71,1.087,1.0026,8.2525
"BWQM","WN242","F10",20-MAR-2024 12:38:32,22,1716.6,5.0283,29.908,30.852,24.383,5.0578,0.63659,10.54,101.54,0.8497,0.93061,8.2519
"BWQM","WN242","F10",20-MAR-2024 12:38:32,22.5,1695,4.7494,29.842,30.94,24.471,4.881,0.64113,10.562,101.36,0.3908,0.77871,8.2462
"BWQM","WN242","F10",20-MAR-2024 12:38:32,23,1721.3,4.1855,29.832,30.963,24.493,4.8439,0.648,10.527,101.03,0.3054,0.74819,8.2335
"BWQM","WN242","F10",20-MAR-2024 12:38:32,23.5,1731.3,4.2707,29.824,30.967,24.497,4.8293,0.6204,10.511,100.78,0.2357,0.72275,8.2296
"BWQM","WN242","F10",20-MAR-2024 12:38:32,24,1688.1,3.4738,29.817,30.969,24.5,4.8183,0.58386,10.48,100.48,0.2703,0.73547,8.2248
"BWQM","WN242","F10",20-MAR-2024 12:38:32,24.5,1637.7,3.1077,29.809,30.972,24.504,4.8055,0.57557,10.449,100.18,0.3421,0.76142,8.2239
"BWQM","WN242","F10",20-MAR-2024 12:38:32,25,1568.5,2.6879,29.797,30.992,24.523,4.7694,0.58687,10.406,99.67,0.3335,0.75836,8.2194
"BWQM","WN242","F10",20-MAR-2024 12:38:32,25.5,1518.6,2.331,29.785,31.041,24.569,4.7014,0.59388,10.359,99.13,0.1503,0.69077,8.2074
"BWQM","WN242","F10",20-MAR-2024 12:38:32,26,1515.8,2.056,29.801,31.057,24.582,4.7035,0.61454,10.311,98.67,0.1045,0.67333,8.2068
"BWQM","WN242","F10",20-MAR-2024 12:38:32,26.5,1494.5,1.9929,29.804,31.066,24.59,4.6967,0.6337,10.266,98.24,0.1946,0.70749,8.2117
"BWQM","WN242","F10",20-MAR-2024 12:38:32,27,1486.3,1.7029,29.813,31.093,24.613,4.6797,0.63138,10.225,97.75,0.1274,0.68205,8.2074
"BWQM","WN242","F10",20-MAR-2024 12:38:32,27.5,1481,1.649,29.82,31.127,24.643,4.6505,0.64913,10.207,97.58,0.0877,0.66679,8.2015
"BWQM","WN242","F10",20-MAR-2024 12:38:32,28,1490.7,1.4551,29.814,31.146,24.661,4.6238,0.66928,10.192,97.34,0.0227,0.64135,8.1976
"BWQM","WN242","F10",20-MAR-2024 12:38:32,28.5,1611,,29.811,31.157,24.671,4.6082,0.69736,10.164,97.08,0.0022,0.63321,8.192
"BWQM","WN242","F10",20-MAR-2024 12:38:32,29,,,29.803,31.158,24.673,4.5974,0.71179,10.027,95.77,0.0355,0.64644,8.1889
"BWQM","WN242","F10",20-MAR-2024 12:38:32,29.5,,,29.794,31.167,24.682,4.5758,0.72448,9.9136,94.6,0.1274,0.68205,8.1873
"BWQM","WN242","F06",20-MAR-2024 13:25:40,1,1236.1,415.19,,,,,,,,,,
"BWQM","WN242","F06",20-MAR-2024 13:25:40,1.5,1233.2,355.54,,,,,,,,,,
"BWQM","WN242","F06",20-MAR-2024 13:25:40,2,1233.1,316.83,30.099,30.672,24.192,5.4994,0.877,11.107,108.04,4.0855,1.5062,8.3322
"BWQM","WN242","F06",20-MAR-2024 13:25:40,2.5,1234.5,268.48,30.096,30.673,24.193,5.4948,0.84573,11.108,108.05,3.8871,1.491,8.3339
"BWQM","WN242","F06",20-MAR-2024 13:25:40,3,1229.2,242.25,30.101,30.672,24.192,5.5012,0.81413,11.109,108.06,3.9967,1.5306,8.3351
"BWQM","WN242","F06",20-MAR-2024 13:25:40,3.5,1236.3,195.81,30.084,30.676,24.198,5.4754,0.81599,11.119,108.06,4.4399,1.6283,8.3333
"BWQM","WN242","F06",20-MAR-2024 13:25:40,4,1235.5,150.11,30.088,30.676,24.197,5.4807,0.81716,11.117,108.04,4.3491,1.6334,8.3331
"BWQM","WN242","F06",20-MAR-2024 13:25:40,4.5,1236.2,140.83,30.074,30.679,24.202,5.4594,0.81308,11.123,108.1,4.5834,1.6945,8.3316
"BWQM","WN242","F06",20-MAR-2024 13:25:40,5,1241,128.54,30.075,30.678,24.201,5.4613,0.8125,11.118,108.05,4.6449,1.726,8.3324
"BWQM","WN242","F06",20-MAR-2024 13:25:40,5.5,1242.4,112.96,30.08,30.678,24.2,5.4672,0.80808,11.118,108.05,4.7721,1.7687,8.3324
"BWQM","WN242","F06",20-MAR-2024 13:25:40,6,1236.9,98.475,30.081,30.677,24.199,5.4696,0.80243,11.114,108.01,4.7177,1.781,8.3308
"BWQM","WN242","F06",20-MAR-2024 13:25:40,6.5,1240.6,85.809,30.091,30.675,24.196,5.4842,0.80639,11.113,108,4.5153,1.7657,8.3347
"BWQM","WN242","F06",20-MAR-2024 13:25:40,7,1239.4,77.626,30.082,30.678,24.2,5.4693,0.80581,11.115,108.02,4.6473,1.7886,8.336
"BWQM","WN242","F06",20-MAR-2024 13:25:40,7.5,1242.2,69.127,30.074,30.68,24.202,5.4573,0.81227,11.115,108.02,4.2241,1.7138,8.3305
"BWQM","WN242","F06",20-MAR-2024 13:25:40,8,1237.2,59.598,30.082,30.678,24.2,5.4687,0.80994,11.114,108.01,4.4636,1.7565,8.3314
"BWQM","WN242","F06",20-MAR-2024 13:25:40,8.5,1245,52.863,30.074,30.679,24.202,5.4569,0.80885,11.12,108.07,4.114,1.6937,8.3318
"BWQM","WN242","F06",20-MAR-2024 13:25:40,9,1246.6,47.065,30.045,30.688,24.214,5.4106,0.79885,11.127,108.03,4.386,1.7428,8.3315
"BWQM","WN242","F06",20-MAR-2024 13:25:40,9.5,1246.6,41.678,30.053,30.686,24.211,5.4238,0.80668,11.114,107.9,4.4288,1.7504,8.3278
"BWQM","WN242","F06",20-MAR-2024 13:25:40,10,1251.1,38.177,30.048,30.686,24.212,5.4162,0.80878,11.113,107.89,4.6736,1.7932,8.3269
"BWQM","WN242","F06",20-MAR-2024 13:25:40,10.5,1252.9,33.128,30.027,30.692,24.221,5.3834,0.80645,11.122,107.88,4.0567,1.6833,8.3261
"BWQM","WN242","F06",20-MAR-2024 13:25:40,11,1259.9,28.281,30.008,30.698,24.228,5.3542,0.80823,11.116,107.71,4.603,1.781,8.3233
"BWQM","WN242","F06",20-MAR-2024 13:25:40,11.5,1256.6,26.463,29.993,30.7,24.233,5.3318,0.80321,11.111,107.66,4.9009,1.8318,8.3218
"BWQM","WN242","F06",20-MAR-2024 13:25:40,12,1252.2,23.02,29.95,30.716,24.253,5.2614,0.80088,11.121,107.55,4.3146,1.7301,8.3206
"BWQM","WN242","F06",20-MAR-2024 13:25:40,12.5,1260.1,20.688,29.977,30.707,24.241,5.305,0.79769,11.089,107.35,3.724,1.6207,8.314
"BWQM","WN242","F06",20-MAR-2024 13:25:40,13,1255.8,18.689,29.946,30.716,24.254,5.2561,0.79416,11.098,107.33,3.8284,1.6405,8.3142
"BWQM","WN242","F06",20-MAR-2024 13:25:40,13.5,1253.4,16.282,29.958,30.714,24.25,5.2734,0.76894,11.079,107.25,3.3992,1.5571,8.3125
"BWQM","WN242","F06",20-MAR-2024 13:25:40,14,1265.4,15.473,29.93,30.746,24.283,5.2038,0.75551,11.084,107.09,3.8715,1.6487,8.3128
"BWQM","WN242","F06",20-MAR-2024 13:25:40,14.5,1258.2,13.191,29.927,30.756,24.292,5.1884,0.75896,11.074,107,3.6578,1.608,8.3065
"BWQM","WN242","F06",20-MAR-2024 13:25:40,15,1264.9,11.806,29.922,30.763,24.299,5.1744,0.73834,11.059,106.75,3.0021,1.4757,8.305
"BWQM","WN242","F06",20-MAR-2024 13:25:40,15.5,1265.9,10.748,29.919,30.775,24.311,5.1572,0.73598,11.042,106.58,2.8871,1.4513,8.3002
"BWQM","WN242","F06",20-MAR-2024 13:25:40,16,1249.1,10.178,29.92,30.786,24.32,5.1473,0.73112,11.006,106.24,2.2485,1.3078,8.2963
"BWQM","WN242","F06",20-MAR-2024 13:25:40,16.5,1252.6,9.3716,29.919,30.794,24.328,5.1367,0.72561,10.981,105.99,1.7726,1.1908,8.2907
"BWQM","WN242","F06",20-MAR-2024 13:25:40,17,1271,7.8993,29.921,30.794,24.328,5.1384,0.71685,10.956,105.75,1.7174,1.1766,8.2888
"BWQM","WN242","F06",20-MAR-2024 13:25:40,17.5,1269.1,7.0677,29.924,30.795,24.328,5.1411,0.70461,10.93,105.5,1.7529,1.1857,8.2883
"BWQM","WN242","F06",20-MAR-2024 13:25:40,18,1276.3,6.6716,29.927,30.796,24.329,5.1432,0.69668,10.906,105.27,2.2163,1.3002,8.2871
"BWQM","WN242","F06",20-MAR-2024 13:25:40,18.5,1279.2,5.6858,29.931,30.8,24.332,5.1444,0.69442,10.878,105,1.8607,1.2132,8.2897
"BWQM","WN242","F06",20-MAR-2024 13:25:40,19,1272.9,5.4537,29.934,30.802,24.334,5.1456,0.69273,10.852,104.75,1.5207,1.1247,8.2883
"BWQM","WN242","F06",20-MAR-2024 13:25:40,19.5,1275.4,4.8784,29.957,30.813,24.34,5.1614,0.69245,10.83,104.64,1.6065,1.1476,8.287
"BWQM","WN242","F06",20-MAR-2024 13:25:40,20,1283.2,4.2141,29.979,30.821,24.345,5.1788,0.67152,10.808,104.43,1.502,1.1196,8.2873
"BWQM","WN242","F06",20-MAR-2024 13:25:40,20.5,1279.5,3.843,29.985,30.822,24.345,5.1858,0.65798,10.8,104.35,1.0699,0.99748,8.2857
"BWQM","WN242","F06",20-MAR-2024 13:25:40,21,1284,3.7137,29.988,30.826,24.348,5.1841,0.62388,10.792,104.27,1.0356,0.9873,8.2873
"BWQM","WN242","F06",20-MAR-2024 13:25:40,21.5,1279.8,3.2046,29.99,30.828,24.35,5.184,0.63194,10.785,104.2,0.8848,0.94151,8.2833
"BWQM","WN242","F06",20-MAR-2024 13:25:40,22,1273.2,3.0082,29.987,30.834,24.355,5.1749,0.61982,10.779,104.14,0.9345,0.95678,8.2857
"BWQM","WN242","F06",20-MAR-2024 13:25:40,22.5,1277.4,2.7372,29.976,30.834,24.357,5.16,0.62777,10.773,104.09,0.8601,0.93388,8.281
"BWQM","WN242","F06",20-MAR-2024 13:25:40,23,1280.5,2.5773,29.921,30.855,24.383,5.0702,0.63473,10.779,103.94,0.8848,0.94151,8.2802
"BWQM","WN242","F06",20-MAR-2024 13:25:40,23.5,1280.7,2.151,29.906,30.856,24.387,5.0492,0.64057,10.763,103.69,0.7155,0.8881,8.2707
"BWQM","WN242","F06",20-MAR-2024 13:25:40,24,1283.3,2.2041,29.91,30.853,24.383,5.0588,0.63722,10.744,103.51,0.8357,0.92625,8.267
"BWQM","WN242","F06",20-MAR-2024 13:25:40,24.5,1270.2,1.8576,29.875,30.864,24.398,5.0023,0.63528,10.746,103.43,0.7632,0.90336,8.2613
"BWQM","WN242","F06",20-MAR-2024 13:25:40,25,1270.4,1.7164,29.871,30.863,24.398,4.9985,0.62111,10.718,103.16,0.6297,0.86011,8.2609
"BWQM","WN242","F06",20-MAR-2024 13:25:40,25.5,1280.4,1.5318,29.814,30.884,24.423,4.906,0.6261,10.715,102.93,0.4344,0.79398,8.2565
"BWQM","WN242","F06",20-MAR-2024 13:25:40,26,1280.4,1.4232,29.807,30.89,24.431,4.89,0.62093,10.678,102.48,0.4053,0.7838,8.2453
"BWQM","WN242","F06",20-MAR-2024 13:25:40,26.5,1282,1.4468,29.759,30.918,24.461,4.801,0.61861,10.68,102.3,0.2912,0.7431,8.2405
"BWQM","WN242","F06",20-MAR-2024 13:25:40,27,1287.9,1.3041,29.779,30.905,24.447,4.8387,0.60865,10.614,101.76,0.5083,0.81941,8.2331
"BWQM","WN242","F06",20-MAR-2024 13:25:40,27.5,1280.3,1.1203,29.759,30.917,24.461,4.801,0.61302,10.596,101.49,0.4112,0.78584,8.2336
"BWQM","WN242","F06",20-MAR-2024 13:25:40,28,1288.3,1.0599,29.731,30.931,24.477,4.7512,0.61501,10.569,101.14,0.3421,0.76142,8.2318
"BWQM","WN242","F06",20-MAR-2024 13:25:40,28.5,1283.4,1.0619,29.727,30.934,24.481,4.7421,0.62092,10.532,100.78,0.222,0.71766,8.2292
"BWQM","WN242","F06",20-MAR-2024 13:25:40,29,1281.2,0.82443,29.706,30.948,24.496,4.7022,0.62472,10.513,100.51,0.2082,0.71258,8.2301
"BWQM","WN242","F06",20-MAR-2024 13:25:40,29.5,1282.6,0.927,29.717,30.942,24.489,4.7214,0.62944,10.477,100.16,0.3194,0.75328,8.2301
"BWQM","WN242","F06",20-MAR-2024 13:25:40,30,1278.5,0.78534,29.71,30.946,24.494,4.7081,0.63083,10.452,99.92,0.4418,0.79652,8.2289
"BWQM","WN242","F06",20-MAR-2024 13:25:40,30.5,1280.8,0.8086,29.689,30.961,24.51,4.6653,0.63917,10.44,99.71,0.3124,0.75073,8.2291
"BWQM","WN242","F06",20-MAR-2024 13:25:40,31,1285.9,0.64315,29.696,30.961,24.509,4.6745,0.62416,10.409,99.42,0.3765,0.77363,8.2303
"BWQM","WN242","F06",20-MAR-2024 13:25:40,31.5,1281,0.62024,29.697,30.964,24.511,4.6726,0.61695,10.388,99.22,0.2912,0.7431,8.2267
"BWQM","WN242","F06",20-MAR-2024 13:25:40,32,1292.6,0.5548,29.69,30.974,24.521,4.652,0.61369,10.374,99.08,0.325,0.75531,8.2227
"BWQM","WN242","F06",20-MAR-2024 13:25:40,32.5,1293.3,0.52023,29.687,30.982,24.529,4.6401,0.61917,10.354,98.89,0.2082,0.71258,8.2244
"BWQM","WN242","F06",20-MAR-2024 13:25:40,33,1292.5,,29.681,31.005,24.551,4.6079,0.63222,10.343,98.69,0.2287,0.72021,8.2197
"BWQM","WN242","F06",20-MAR-2024 13:25:40,33.5,1290.5,,29.68,31.022,24.566,4.5884,0.63967,10.324,98.51,0.1756,0.70037,8.2152
"BWQM","WN242","F06",20-MAR-2024 13:25:40,34,,,29.695,31.037,24.577,4.5907,0.65352,10.256,97.86,0.2082,0.71258,8.2066
"BWQM","WN242","F06",20-MAR-2024 13:25:40,34.5,,,29.706,31.072,24.608,4.5664,0.6888,10.144,96.7,0.2495,0.72784,8.2034
"BWQM","WN242","F13",20-MAR-2024 14:25:18,1,1056.4,287.14,,,,,,,,,,
"BWQM","WN242","F13",20-MAR-2024 14:25:18,1.5,1053.2,269.84,,,,,,,,,,
"BWQM","WN242","F13",20-MAR-2024 14:25:18,2,1050.5,234.96,30.045,30.394,23.945,5.739,0.91621,11.072,108.13,4.9324,1.6894,8.3567
"BWQM","WN242","F13",20-MAR-2024 14:25:18,2.5,1048.8,198.08,30.046,30.396,23.947,5.7371,0.91434,11.082,108.22,4.6552,1.6676,8.3544
"BWQM","WN242","F13",20-MAR-2024 14:25:18,3,1054.2,160.48,30.044,30.399,23.95,5.7323,0.91314,11.091,108.31,4.6957,1.6981,8.3551
"BWQM","WN242","F13",20-MAR-2024 14:25:18,3.5,1051.7,130.21,30.048,30.395,23.946,5.7396,0.9279,11.097,108.37,4.9814,1.7695,8.3557
"BWQM","WN242","F13",20-MAR-2024 14:25:18,4,1053.7,111.33,30.048,30.395,23.946,5.7411,0.92862,11.104,108.44,4.1739,1.655,8.3563
"BWQM","WN242","F13",20-MAR-2024 14:25:18,4.5,1056.8,96.422,30.047,30.396,23.947,5.7385,0.91847,11.107,108.47,3.9001,1.6283,8.3556
"BWQM","WN242","F13",20-MAR-2024 14:25:18,5,1055.2,83.067,30.049,30.396,23.947,5.7402,0.91793,11.114,108.54,4.2228,1.7112,8.3558
"BWQM","WN242","F13",20-MAR-2024 14:25:18,5.5,1063.6,72.353,30.047,30.398,23.949,5.7353,0.91234,11.118,108.57,4.7137,1.8,8.3551
"BWQM","WN242","F13",20-MAR-2024 14:25:18,6,1060,57.854,30.046,30.399,23.95,5.7333,0.91059,11.119,108.58,4.6533,1.7897,8.3551
"BWQM","WN242","F13",20-MAR-2024 14:25:18,6.5,1056.8,49.47,30.047,30.399,23.95,5.7326,0.91084,11.12,108.59,4.6913,1.7962,8.3551
"BWQM","WN242","F13",20-MAR-2024 14:25:18,7,1065.8,45.179,30.046,30.399,23.95,5.7316,0.90858,11.119,108.58,4.498,1.7626,8.3532
"BWQM","WN242","F13",20-MAR-2024 14:25:18,7.5,1073,39.657,30.046,30.4,23.951,5.7304,0.91072,11.123,108.62,4.6736,1.7932,8.3542
"BWQM","WN242","F13",20-MAR-2024 14:25:18,8,1073.6,33.161,30.041,30.407,23.958,5.7167,0.90855,11.125,108.54,4.935,1.8376,8.3518
"BWQM","WN242","F13",20-MAR-2024 14:25:18,8.5,1082.7,28.864,30.039,30.411,23.962,5.7098,0.90945,11.128,108.57,4.6619,1.7911,8.352
"BWQM","WN242","F13",20-MAR-2024 14:25:18,9,1088.3,26.107,30.037,30.417,23.968,5.6996,0.90652,11.126,108.55,4.4719,1.7581,8.3505
"BWQM","WN242","F13",20-MAR-2024 14:25:18,9.5,1098.6,23.389,30.028,30.442,23.992,5.6597,0.90429,11.129,108.47,4.669,1.7924,8.3465
"BWQM","WN242","F13",20-MAR-2024 14:25:18,10,1105.8,20.884,30.014,30.487,24.035,5.5928,0.90177,11.129,108.36,4.6473,1.7886,8.3378
"BWQM","WN242","F13",20-MAR-2024 14:25:18,10.5,1110.7,18.448,30.023,30.459,24.008,5.635,0.86775,11.093,108.12,5.0927,1.8638,8.3302
"BWQM","WN242","F13",20-MAR-2024 14:25:18,11,1118.1,16.328,29.995,30.572,24.116,5.4757,0.85971,11.104,107.91,4.5446,1.7708,8.3268
"BWQM","WN242","F13",20-MAR-2024 14:25:18,11.5,1136.5,14.739,29.988,30.607,24.148,5.4289,0.85593,11.067,107.45,4.1108,1.6932,8.3104
"BWQM","WN242","F13",20-MAR-2024 14:25:18,12,1138.8,12.502,29.992,30.61,24.151,5.4292,0.83117,11.021,107,3.7641,1.6283,8.3051
"BWQM","WN242","F13",20-MAR-2024 14:25:18,12.5,1148.8,11.277,29.994,30.624,24.163,5.4161,0.79741,10.993,106.62,3.2313,1.5232,8.3044
"BWQM","WN242","F13",20-MAR-2024 14:25:18,13,1159.6,9.5808,29.995,30.614,24.154,5.429,0.77511,10.959,106.4,3.3409,1.5455,8.3031
"BWQM","WN242","F13",20-MAR-2024 14:25:18,13.5,1172.4,8.9083,29.996,30.637,24.174,5.4044,0.78275,10.937,106.08,2.8823,1.4503,8.3023
"BWQM","WN242","F13",20-MAR-2024 14:25:18,14,1192.4,8.0788,29.996,30.64,24.178,5.4007,0.77383,10.911,105.83,2.8871,1.4513,8.2991
"BWQM","WN242","F13",20-MAR-2024 14:25:18,14.5,1222.6,7.5667,29.996,30.645,24.182,5.3953,0.77616,10.888,105.61,2.8764,1.449,8.2979
"BWQM","WN242","F13",20-MAR-2024 14:25:18,15,1233.5,6.6198,29.998,30.664,24.199,5.3766,0.78265,10.876,105.49,2.5125,1.3689,8.2968
"BWQM","WN242","F13",20-MAR-2024 14:25:18,15.5,1234.6,5.9854,29.998,30.665,24.2,5.3752,0.74625,10.848,105.22,2.8384,1.4408,8.2944
"BWQM","WN242","F13",20-MAR-2024 14:25:18,16,1240.5,5.8604,29.993,30.669,24.204,5.3651,0.73621,10.837,105.11,2.0827,1.2681,8.2935
"BWQM","WN242","F13",20-MAR-2024 14:25:18,16.5,1260.6,5.0754,29.988,30.673,24.208,5.3537,0.72832,10.826,104.9,1.7827,1.1933,8.2873
"BWQM","WN242","F13",20-MAR-2024 14:25:18,17,1283,4.8821,29.985,30.675,24.211,5.3478,0.72261,10.813,104.78,1.3534,1.0789,8.2815
"BWQM","WN242","F13",20-MAR-2024 14:25:18,17.5,1303.7,4.4131,29.978,30.692,24.227,5.3209,0.70959,10.791,104.56,1.6472,1.1582,8.2783
"BWQM","WN242","F13",20-MAR-2024 14:25:18,18,1309.8,3.7534,29.969,30.716,24.251,5.2826,0.7083,10.743,104,1.0356,0.9873,8.269
"BWQM","WN242","F13",20-MAR-2024 14:25:18,18.5,1323.6,3.3462,29.968,30.724,24.258,5.2724,0.6983,10.681,103.4,0.6719,0.87392,8.2613
"BWQM","WN242","F13",20-MAR-2024 14:25:18,19,1328.6,3.0319,29.966,30.728,24.262,5.2648,0.68026,10.629,102.79,0.5403,0.83032,8.2565
"BWQM","WN242","F13",20-MAR-2024 14:25:18,19.5,1335.1,2.7878,29.964,30.743,24.276,5.2456,0.66583,10.588,102.4,0.5716,0.84078,8.2546
"BWQM","WN242","F13",20-MAR-2024 14:25:18,20,1329.6,2.6119,29.958,30.783,24.313,5.1942,0.67246,10.55,101.93,0.6453,0.8652,8.2488
"BWQM","WN242","F13",20-MAR-2024 14:25:18,20.5,1306.4,,29.959,30.83,24.356,5.1446,0.68314,10.508,101.43,0.7155,0.8881,8.2414
"BWQM","WN242","F13",20-MAR-2024 14:25:18,21,1311.3,,29.961,30.836,24.36,5.141,0.67892,10.454,100.91,0.6453,0.8652,8.2378
"BWQM","WN242","F13",20-MAR-2024 14:25:18,21.5,1359.2,,29.963,30.838,24.362,5.1412,0.67257,10.408,100.46,0.4461,0.79805,8.2369
"BWQM","WN242","F13",20-MAR-2024 14:25:18,22,,,29.969,30.841,24.365,5.1439,0.66087,10.364,100.04,0.4344,0.79398,8.2386
"BWQM","WN242","F13",20-MAR-2024 14:25:18,22.5,,,29.971,30.832,24.356,5.1571,0.64782,10.3,99.52,0.4418,0.79652,8.2389
"BWQM","WN243","F23",09-APR-2024 06:44:03,1,,59.7,,,,,,,,,,
"BWQM","WN243","F23",09-APR-2024 06:44:03,1.5,,42.28,,,,,,,,,,
"BWQM","WN243","F23",09-APR-2024 06:44:03,2,,29.391,27.634,27.59,21.715,5.8926,3.537,10.141,97.51,1.74,1.5596,8.147
"BWQM","WN243","F23",09-APR-2024 06:44:03,2.5,,18.632,27.747,27.72,21.819,5.8838,3.6037,10.136,97.56,1.71,1.5411,8.1462
"BWQM","WN243","F23",09-APR-2024 06:44:03,3,,12.084,28.027,28.057,22.089,5.8489,3.6474,10.127,97.66,1.74,1.5596,8.1466
"BWQM","WN243","F23",09-APR-2024 06:44:03,3.5,,7.9616,28.171,28.237,22.233,5.825,3.6908,10.107,97.46,1.76,1.5787,8.1467
"BWQM","WN243","F23",09-APR-2024 06:44:03,4,,4.4828,28.216,28.293,22.278,5.8161,3.7678,10.103,97.43,1.82,1.6344,8.1466
"BWQM","WN243","F23",09-APR-2024 06:44:03,4.5,,2.9104,28.221,28.3,22.283,5.815,3.9857,10.104,97.43,1.88,1.6792,8.1477
"BWQM","WN243","F23",09-APR-2024 06:44:03,5,,1.8034,28.229,28.31,22.292,5.8132,4.1333,10.115,97.54,1.88,1.685,8.1499
"BWQM","WN243","F23",09-APR-2024 06:44:03,5.5,,1.0107,28.28,28.376,22.345,5.8007,4.1887,10.106,97.45,1.88,1.6833,8.1486
"BWQM","WN243","F23",09-APR-2024 06:44:03,6,,0.65075,28.317,28.425,22.385,5.7911,4.2493,10.102,97.51,1.99,1.7759,8.1486
"BWQM","WN243","F23",09-APR-2024 06:44:03,6.5,,0.42282,28.394,28.529,22.469,5.7692,4.2583,10.099,97.48,2.1,1.8682,8.1487
"BWQM","WN243","F23",09-APR-2024 06:44:03,7,,0.25782,28.424,28.569,22.502,5.76,4.2218,10.094,97.43,2.05,1.8217,8.1495
"BWQM","WN243","F23",09-APR-2024 06:44:03,7.5,,0.1579,28.423,28.568,22.501,5.7604,4.291,10.089,97.38,1.94,1.7352,8.1519
"BWQM","WN243","F23",09-APR-2024 06:44:03,8,,0.091709,28.441,28.592,22.521,5.755,4.3156,10.09,97.39,1.98,1.7657,8.1512
"BWQM","WN243","F23",09-APR-2024 06:44:03,8.5,,0.061271,28.454,28.61,22.536,5.7506,4.3433,10.092,97.41,2.01,1.794,8.1508
"BWQM","WN243","F23",09-APR-2024 06:44:03,9,,0.041591,28.47,28.631,22.553,5.7457,4.4551,10.096,97.45,2.06,1.8359,8.1517
"BWQM","WN243","F23",09-APR-2024 06:44:03,9.5,,0.026152,28.502,28.675,22.589,5.7353,4.4464,10.085,97.35,1.92,1.7155,8.1516
"BWQM","WN243","F23",09-APR-2024 06:44:03,10,,0.015997,28.517,28.696,22.606,5.7302,4.3683,10.086,97.36,2.02,1.7962,8.1513
"BWQM","WN243","F23",09-APR-2024 06:44:03,10.5,,0.012561,28.521,28.701,22.609,5.7301,4.4227,10.091,97.4,2.08,1.8458,8.1537
"BWQM","WN243","F23",09-APR-2024 06:44:03,11,,0.0066223,28.553,28.744,22.645,5.7206,4.3313,10.089,97.38,1.98,1.7635,8.1523
"BWQM","WN243","F23",09-APR-2024 06:44:03,11.5,,,28.565,28.757,22.655,5.7197,4.3423,10.08,97.3,1.93,1.7199,8.1507
"BWQM","WN243","F23",09-APR-2024 06:44:03,12,,,28.578,28.778,22.672,5.7129,4.3558,10.08,97.3,1.99,1.7766,8.1524
"BWQM","WN243","F23",09-APR-2024 06:44:03,12.5,,,28.56,28.749,22.648,5.7227,4.3669,10.081,97.31,2.08,1.8458,8.1435
"BWQM","WN243","F23",09-APR-2024 06:44:03,13,,,28.548,28.735,22.637,5.723,4.336,10.088,97.37,2.09,1.8534,8.1567
"BWQM","WN243","F23",09-APR-2024 06:44:03,13.5,,,28.59,28.794,22.685,5.7089,4.3073,10.1,97.49,2.12,1.8856,8.1572
"BWQM","WN243","F23",09-APR-2024 06:44:03,14,,,28.581,28.781,22.674,5.7128,4.3037,10.095,97.44,2.04,1.8115,8.1551
"BWQM","WN243","F23",09-APR-2024 06:44:03,14.5,,,28.597,28.802,22.691,5.7083,4.2049,10.088,97.37,2.09,1.8551,8.1544
"BWQM","WN243","F23",09-APR-2024 06:44:03,15,,,28.695,28.936,22.801,5.6789,4.1309,10.082,97.32,2.04,1.8158,8.1532
"BWQM","WN243","F23",09-APR-2024 06:44:03,15.5,,,28.711,28.957,22.818,5.6741,4.1823,10.08,97.3,1.97,1.7565,8.152
"BWQM","WN243","F23",09-APR-2024 06:44:03,16,,,28.771,29.039,22.884,5.6576,4.3643,10.079,97.38,1.99,1.7708,8.1548
"BWQM","WN243","F23",09-APR-2024 06:44:03,16.5,,,28.87,29.171,22.991,5.6313,4.4475,10.072,97.31,1.99,1.7766,8.1541
"BWQM","WN243","F23",09-APR-2024 06:44:03,17,,,28.887,29.192,23.009,5.6285,4.5565,10.068,97.28,2,1.781,8.1565
"BWQM","WN243","F23",09-APR-2024 06:44:03,17.5,,,28.887,29.191,23.007,5.6296,4.5928,10.063,97.23,2,1.781,8.1541
"BWQM","WN243","F23",09-APR-2024 06:44:03,18,,,28.987,29.328,23.119,5.6004,4.695,10.058,97.18,2.02,1.7962,8.155
"BWQM","WN243","F23",09-APR-2024 06:44:03,18.5,,,29.102,29.493,23.253,5.5587,4.9217,10.052,97.12,2.04,1.8115,8.155
"BWQM","WN243","F23",09-APR-2024 06:44:03,19,,,29.107,29.5,23.26,5.5556,5.4894,10.052,97.12,1.96,1.7461,8.1571
