"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","ORDERED_DEPTH_CODE","METH_CODE","SPEC_CODE","LOWEST_TAXON","GROUP_ID","DESCR","SPEC_QUAL","IND_PER_M3"
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",116.76
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",350.29
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",116.76
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",116.76
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",350.29
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",934.09
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",14362
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","6175SPP","ORDER","OTHER (ZOO)","Decapoda","L",116.76
"BWQM","WN242","F13",20-MAR-2024 14:25:18,23,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",2685.5
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","5001SPP","CLASS","OTHER (ZOO)","Polychaete","L",59.813
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",5353.3
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",717.76
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",89.72
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","M",29.907
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",29.907
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",299.07
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",119.63
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",209.35
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",358.88
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",358.88
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118200203","SPECIES","COPEPOD","Eurytemora herdmani","C",867.29
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118200203","SPECIES","COPEPOD","Eurytemora herdmani","F",119.63
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118200203","SPECIES","COPEPOD","Eurytemora herdmani","M",628.04
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","F",299.07
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","M",209.35
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",1555.1
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6118300101","SPECIES","COPEPOD","Tortanus discaudatus","M",59.813
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",59.813
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6119SPP","ORDER","COPEPOD","Harpacticoida","C",269.16
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6120090109","SPECIES","COPEPOD","Oithona colcarva","U",29.907
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",119.63
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","L",29.907
"BWQM","WN243","F23",09-APR-2024 06:44:03,24,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",29.907
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","5001SPP","CLASS","OTHER (ZOO)","Polychaete","L",87.223
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",19102
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",3401.7
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",785.01
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",87.223
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","M",87.223
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",261.67
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",87.223
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",174.45
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",87.223
"BWQM","WN243","N01",09-APR-2024 07:22:39,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",348.89
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","5001SPP","CLASS","OTHER (ZOO)","Polychaete","L",184.17
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",35914
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",5341
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",2578.4
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",368.35
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",184.17
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",368.35
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",184.17
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",184.17
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","6175SPP","ORDER","OTHER (ZOO)","Decapoda","L",184.17
"BWQM","WN243","N04",09-APR-2024 08:06:33,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",920.86
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","5001SPP","CLASS","OTHER (ZOO)","Polychaete","L",193.21
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",36709
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",193.21
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",4250.6
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",193.21
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",2318.5
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",193.21
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",193.21
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",1352.5
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",4250.6
"BWQM","WN243","F22",09-APR-2024 08:49:28,25,"Z","COU_ZO","AAAAAAAA71","CLASS","OTHER (ZOO)","Fish","O",193.21
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",1789.1
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",20.564
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","U",178.22
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",205.64
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",6.8547
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",27.419
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",54.838
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6118300101","SPECIES","COPEPOD","Tortanus discaudatus","U",6.8547
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",54.838
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","617402SPP","FAMILY","OTHER (ZOO)","Euphausiid","U",6.8547
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","61SPP","CLASS","OTHER (ZOO)","Crustacea","U",13.709
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","81PLUT","SUPERCLASS","OTHER (ZOO)","Echinoderm plutei","L",20.564
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","84130201SPP","GENUS","OTHER (ZOO)","Fritillaria spp.","U",54.838
"PCCS","WN243_PCCS","F29",09-APR-2024 09:15:00,19,"Z","PCC_ZO","AAAAAAAA60","PHYLUM","OTHER (ZOO)","Medusa","U",102.82
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",38613
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",2381.4
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",1360.8
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","F",170.1
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","M",170.1
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",170.1
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6118300101","SPECIES","COPEPOD","Tortanus discaudatus","C",170.1
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",170.1
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",850.5
"BWQM","WN243","N18",09-APR-2024 10:03:29,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",1871.1
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",32167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",3330.9
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",285.5
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",1808.2
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",951.67
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",95.167
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",571
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",1142
"BWQM","WN243","N07",09-APR-2024 10:36:52,25,"Z","COU_ZO","AAAAAAAA60","PHYLUM","OTHER (ZOO)","Medusa","U",190.33
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","5001SPP","CLASS","OTHER (ZOO)","Polychaete","L",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",33611
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",3483
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",696.6
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",174.15
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","C",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6118290113","SPECIES","COPEPOD","Acartia hudsonica","M",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",261.22
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",87.075
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",261.22
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",174.15
"BWQM","WN243","F15",09-APR-2024 11:02:48,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",1480.3
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",1349.3
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",2324.9
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","U",993.76
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","C",54.703
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",54.703
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",91.171
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",18.234
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",18.234
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","C",9.1171
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","U",18.234
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","Y",9.1171
"PCCS","WN243_PCCS","F01",09-APR-2024 11:33:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",136.76
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",75597
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",8762.4
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","F",343.62
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",171.81
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",4467.1
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",343.62
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",171.81
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",687.25
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",171.81
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",343.62
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",171.81
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",171.81
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",343.62
"BWQM","WN243","F10",09-APR-2024 11:39:17,25,"Z","COU_ZO","AAAAAAAA60","PHYLUM","OTHER (ZOO)","Medusa","U",171.81
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",34294
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",3044.8
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","F",961.5
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","M",480.75
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",5608.8
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","C",160.25
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",160.25
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","F",961.5
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",801.25
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","M",160.25
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6120090123","SPECIES","COPEPOD","Oithona atlantica","F",160.25
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",320.5
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","8413010101","SPECIES","OTHER (ZOO)","Oikopleura dioica","U",480.75
"BWQM","WN243","F06",09-APR-2024 12:08:58,25,"Z","COU_ZO","AAAAAAAA60","PHYLUM","OTHER (ZOO)","Medusa","U",320.5
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",4610.3
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",358.89
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","U",262.26
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118160207","SPECIES","COPEPOD","Metridia lucens","U",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","C",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","F",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118170105","SPECIES","COPEPOD","Centropages hamatus","M",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","F",27.607
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6118170106","SPECIES","COPEPOD","Centropages typicus","M",27.607
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","U",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","U",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","Y",27.607
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","617402SPP","FAMILY","OTHER (ZOO)","Euphausiid","U",13.803
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","61SPP","CLASS","OTHER (ZOO)","Crustacea","U",27.607
"PCCS","WN243_PCCS","F02",09-APR-2024 12:54:00,19,"Z","PCC_ZO","AAAAAAAA60","PHYLUM","OTHER (ZOO)","Medusa","U",13.803
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","6117SPP","SUBCLASS","COPEPOD","Copepod","N",20600
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","6118010208","SPECIES","COPEPOD","Calanus finmarchicus","C",1795
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","61180505SPP","GENUS","COPEPOD","Pseudocalanus spp.","C",598.33
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","61181701SPP","GENUS","COPEPOD","Centropages spp.","C",85.476
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","61182901SPP","GENUS","COPEPOD","Acartia spp.","C",170.95
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","6119090101","SPECIES","COPEPOD","Microsetella norvegica","U",85.476
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","6120090103","SPECIES","COPEPOD","Oithona similis","C",341.9
"BWQM","WN243","F13",09-APR-2024 13:09:16,25,"Z","COU_ZO","6130SPP","INFRACLASS","BARNACLE","Cirripedia","N",85.476
