"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","ORDERED_DEPTH_CODE","SPEC_CODE","LOWEST_TAXON","GROUP_ID","DESCR","CELLS_PER_L","UG_CARBON_PER_L"
"PCCS","WN242_PCCS","F02",20-MAR-2024 08:24:00,1.5,"A","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",620.9,0.6209
"PCCS","WN242_PCCS","F02",20-MAR-2024 08:24:00,1.5,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",345220,7.184
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",625,0.15013
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0702020101CX","SPECIES","CENTRIC DIATOM","Skeletonema costatum species complex",1093.8,0.020913
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0702020510","SPECIES","CENTRIC DIATOM","Thalassiosira rotula",937.5,0.68924
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","07020205PUNC","SPECIES","CENTRIC DIATOM","Thalassiosira punctigera",468.75,0.375
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",63281,3.3545
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0702090120","SPECIES","CENTRIC DIATOM","Chaetoceros decipiens",625,0.46551
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",9375,0.077906
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",625,0.026075
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","07030701SPP","GENUS","PENNATE DIATOM","Amphora spp.",156.25,0.1402
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",1406.3,0.21509
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","0703SG01","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 1 <10 microns length",6250,0.040188
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",3125,0.33538
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",312.5,1.7283
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",25000,0.16175
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","3409SG01","SUBCLASS","HAPTOPHYTES","Coccolithophorid group 1, <10 um diameter",156.25,0.0028125
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",1406.3,1.4063
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",156.25,0.15625
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",550000,11.446
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0702020505","SPECIES","CENTRIC DIATOM","Thalassiosira decipiens",1114.8,0.19082
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0702020508","SPECIES","CENTRIC DIATOM","Thalassiosira nordenskioeldii",477.76,0.0097751
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0702020510","SPECIES","CENTRIC DIATOM","Thalassiosira rotula",3981.4,2.9271
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",62587,3.3177
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",28666,0.23821
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",318.51,0.013288
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",3025.8,0.4628
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0703SG01","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 1 <10 microns length",6370.2,0.04096
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","0703SG02","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 2 10-30 microns length",318.51,0.010444
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","12040103SG02","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 2 21-40 microns width, 21-50 microns length",3185.1,6.3109
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","12040104SG02","SUBGENUS","DINOFLAGELLATES","Gyrodinium sp. group 2 21-40 microns width, 21-50 microns length",477.76,0.94664
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","1204140105","SPECIES","DINOFLAGELLATES","Tripos longipes",159.25,1.5661
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","1204140108","SPECIES","DINOFLAGELLATES","Tripos muelleri",2229.6,16.903
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",15925,0.10304
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",1114.8,1.1148
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",159.25,0.15925
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",573320,11.931
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",755.64,0.18151
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","0702020101CX","SPECIES","CENTRIC DIATOM","Skeletonema costatum species complex",1007.5,0.019264
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",3022.6,0.16023
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","07020301SG02","SUBGENUS","CENTRIC DIATOM","Coscinodiscus sp. group 2 diam 40-100 microns",125.94,0.3277
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","07021002DELI","SPECIES","CENTRIC DIATOM","Guinardia delicatula",1511.3,0.34187
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",10075,0.083725
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",1133.5,0.047288
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",251.88,0.038525
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","1202010403","SPECIES","DINOFLAGELLATES","Prorocentrum triestinum",125.94,0.01939
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",2518.8,0.27032
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","1204100101","SPECIES","DINOFLAGELLATES","Heterocapsa triquetra",125.94,0.047601
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","1204140108","SPECIES","DINOFLAGELLATES","Tripos muelleri",377.82,2.8644
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",60451,0.39112
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","14020303SG02","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 2 length >10 microns",2518.8,0.10466
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",1007.5,1.0075
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",455900,9.4874
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A","AAAAAAAA82","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 2 length >10 microns",2518.8,0.31737
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",637.02,0.15301
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0702020101CX","SPECIES","CENTRIC DIATOM","Skeletonema costatum species complex",12740,0.2436
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0702020510","SPECIES","CENTRIC DIATOM","Thalassiosira rotula",1911.1,1.405
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",26596,1.4098
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0702100113","SPECIES","CENTRIC DIATOM","Rhizosolenia setigera",318.51,0.44543
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",25481,0.21175
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",1592.5,0.066441
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0703011905","SPECIES","PENNATE DIATOM","Grammatophora marina",159.25,0.015371
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","07030517SPP","GENUS","PENNATE DIATOM","Pleurosigma spp.",159.25,0.13401
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",955.53,0.14615
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",6370.2,0.68365
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","12040103SG02","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 2 21-40 microns width, 21-50 microns length",318.51,0.63109
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","12041001ROTU","SPECIES","DINOFLAGELLATES","Heterocapsa rotundata",3185.1,0.067269
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",1751.8,9.6887
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",44591,0.28851
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",159.25,0.15925
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",484130,10.075
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",310.56,0.074596
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",21118,1.1195
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","0702100113","SPECIES","CENTRIC DIATOM","Rhizosolenia setigera",310.56,0.43431
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",24845,0.20646
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",2018.6,0.084217
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","07030517SPP","GENUS","PENNATE DIATOM","Pleurosigma spp.",931.68,0.78399
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","07031001PSEUSG01","SUBGENUS","PENNATE DIATOM","Pseudo-nitzschia sp. group 1 width < 3 microns (delicatissima)",155.28,0.0054348
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",931.68,0.1425
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","0703SG02","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 2 10-30 microns length",621.12,0.020366
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","1202010401","SPECIES","DINOFLAGELLATES","Prorocentrum micans",310.56,0.19199
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","1202010415","SPECIES","DINOFLAGELLATES","Prorocentrum cordatum",776.4,0.11953
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","12040103SG02","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 2 21-40 microns width, 21-50 microns length",3105.6,6.1534
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","12041001ROTU","SPECIES","DINOFLAGELLATES","Heterocapsa rotundata",3105.6,0.06559
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",310.56,1.7176
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","1204140106","SPECIES","DINOFLAGELLATES","Tripos macroceros",155.28,0.4564
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","1204140108","SPECIES","DINOFLAGELLATES","Tripos muelleri",310.56,2.3545
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",21739,0.14065
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",776.4,0.7764
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",621.12,0.62112
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",447200,9.3063
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",465.84,0.11189
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0702020101CX","SPECIES","CENTRIC DIATOM","Skeletonema costatum species complex",310.56,0.0059379
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0702020510","SPECIES","CENTRIC DIATOM","Thalassiosira rotula",1242.2,0.91328
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",24689,1.3088
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","07020301SG02","SUBGENUS","CENTRIC DIATOM","Coscinodiscus sp. group 2 diam 40-100 microns",155.28,0.40403
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0702100113","SPECIES","CENTRIC DIATOM","Rhizosolenia setigera",465.84,0.65146
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",15528,0.12904
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",776.4,0.032391
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","07030517SPP","GENUS","PENNATE DIATOM","Pleurosigma spp.",310.56,0.26133
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",621.12,0.095
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","0703SG02","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 2 10-30 microns length",3105.6,0.10183
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","1202010415","SPECIES","DINOFLAGELLATES","Prorocentrum cordatum",12422,1.9125
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",1397.5,7.7292
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",18634,0.12056
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","354013AGSPP","SUBORDER","CILIOPHORA_HETERO","Tintinnids (agglomerate)",155.28,0.15528
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",431680,8.9832
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",3105.6,0.74596
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","0702020101CX","SPECIES","CENTRIC DIATOM","Skeletonema costatum species complex",621.12,0.011876
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",27640,1.4652
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",18634,0.15484
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",2018.6,0.084217
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","07030517SPP","GENUS","PENNATE DIATOM","Pleurosigma spp.",776.4,0.65332
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",2329.2,0.35625
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","1202010401","SPECIES","DINOFLAGELLATES","Prorocentrum micans",465.84,0.28799
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",12422,1.3332
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",1397.5,7.7292
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","1204140103","SPECIES","DINOFLAGELLATES","Tripos fusus",155.28,0.45941
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","1204140105","SPECIES","DINOFLAGELLATES","Tripos longipes",155.28,1.5271
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","1204140106","SPECIES","DINOFLAGELLATES","Tripos macroceros",155.28,0.4564
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","1204140108","SPECIES","DINOFLAGELLATES","Tripos muelleri",6366.5,48.266
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",12422,0.080373
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",465.84,0.46584
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",357140,7.4321
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","0702020510","SPECIES","CENTRIC DIATOM","Thalassiosira rotula",949.59,0.69813
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",57134,3.0287
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",22157,0.18413
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",3956.6,0.16507
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",1107.9,0.16945
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","0703SG02","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 2 10-30 microns length",1740.9,0.057085
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1202010401","SPECIES","DINOFLAGELLATES","Prorocentrum micans",158.27,0.097843
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1202010403","SPECIES","DINOFLAGELLATES","Prorocentrum triestinum",633.06,0.097466
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1202010415","SPECIES","DINOFLAGELLATES","Prorocentrum cordatum",1424.4,0.2193
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",3165.3,0.3397
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","12040104SG02","SUBGENUS","DINOFLAGELLATES","Gyrodinium sp. group 2 21-40 microns width, 21-50 microns length",316.53,0.62717
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","12041001ROTU","SPECIES","DINOFLAGELLATES","Heterocapsa rotundata",12661,0.26741
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",316.53,1.7506
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1204140103","SPECIES","DINOFLAGELLATES","Tripos fusus",158.27,0.46825
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1204140106","SPECIES","DINOFLAGELLATES","Tripos macroceros",158.27,0.46518
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1204140108","SPECIES","DINOFLAGELLATES","Tripos muelleri",1266.1,9.5989
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","1204KAREMIKI","SPECIES","DINOFLAGELLATES","Karenia mikimotoi",158.27,0.1282
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","14020303SG01","SUBGENUS","CRYPTOPHYTES","Cryptomonas sp. group 1 length <10 microns",63306,0.40959
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","3513ALOR","CLASS","CILIOPHORA_HETERO","Ciliatea (aloricate)",791.33,0.79133
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","AAAAAAAA81","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 1 length <10 microns",734350,15.282
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A","AAAAAAAA82","PHYLUM","MICROFLAGELLATES","Unid. micro-phytoflag sp. group 2 length >10 microns",3165.3,0.39883
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","04070101SPEC","SPECIES","CHRYSOPHYTES","Dictyocha speculum",153.25,0.036809
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","07020205PUNC","SPECIES","CENTRIC DIATOM","Thalassiosira punctigera",459.74,0.36779
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","07020205SG03","SUBGENUS","CENTRIC DIATOM","Thalassiosira sp. group 3 10-20 microns length",36932,1.9578
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","07021002DELI","SPECIES","CENTRIC DIATOM","Guinardia delicatula",3064.9,0.69331
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","0702SG01","SUBORDER","CENTRIC DIATOM","Centric diatom sp. group 1 diam <10 microns",24519,0.20375
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","0703010601","SPECIES","PENNATE DIATOM","Thalassionema nitzschioides",3218.1,0.13426
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","07030517SPP","GENUS","PENNATE DIATOM","Pleurosigma spp.",766.23,0.64476
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","0703100402","SPECIES","PENNATE DIATOM","Cylindrotheca closterium",2911.7,0.44534
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","0703SG02","SUBORDER","PENNATE DIATOM","Pennate diatom sp. group 2 10-30 microns length",1072.7,0.035174
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","1202010401","SPECIES","DINOFLAGELLATES","Prorocentrum micans",153.25,0.094739
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","1202010415","SPECIES","DINOFLAGELLATES","Prorocentrum cordatum",459.74,0.070781
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","12040103SG01","SUBGENUS","DINOFLAGELLATES","Gymnodinium sp. group 1 5-20 microns width, 10-20 microns length",3064.9,0.32893
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","12040104SG02","SUBGENUS","DINOFLAGELLATES","Gyrodinium sp. group 2 21-40 microns width, 21-50 microns length",919.47,1.8218
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C","12041005SG02","SUBGENUS","DINOFLAGELLATES","Protoperidinium sp. group 2 31-75 microns width, 41-80 microns length",1226,6.7804
